zip_code,state_code,pop_total,median_household_income,pct_edu_hs,pct_edu_somecollege_under1yr,pct_edu_somecollege_1plusyrs,pct_edu_attain_assoc,pct_edu_attain_bach,pct_edu_attain_master,pct_edu_attain_prof,pct_edu_attain_doct,pct_white,pct_black,pct_asian,pct_hispanic,pct_amerindian,pct_nativehawaii,pct_tworaces,pct_otherrace
15012,PA,15957,58367,39.8803,6.0982,9.9525,12.7508,13.0324,8.0341,1.6279,0.748,92.931,2.0117,1.9991,1.9302,0,0,1.0528,0.0752
15014,PA,3155,41626,35.4649,8.0726,13.9683,10.6122,9.7959,6.4399,1.0431,0.771,91.6006,5.3566,0.4437,1.1727,0,0,1.4263,0
15015,PA,1230,103750,8.8043,2.3913,8.913,8.1522,42.3913,17.3913,5.1087,3.2609,95.935,0.2439,1.7073,2.1138,0,0,0,0
15017,PA,16495,58174,28.3195,4.5158,10.7872,7.3412,27.0946,10.4932,2.262,0.6451,93.4101,1.3944,3.1403,0.8124,0.0909,0,1.1519,0
15018,PA,813,47361,59.2532,1.7857,6.0065,6.4935,5.3571,8.2792,1.7857,0,93.9729,2.583,0,0,0,0,0,3.444
15019,PA,1620,48403,48.8715,5.1215,7.9861,11.0243,8.4201,5.816,0,0,97.0988,0.9259,0,0,0,0,1.9753,0
15020,PA,267,NULL,50.9091,0,5,21.8182,15,5,0,0,100,0,0,0,0,0,0,0
15021,PA,7767,53412,43.2981,6.5996,8.6971,8.7142,11.6814,3.7517,0.5798,0,97.7083,0.2446,0.1545,1.3004,0,0,0.4764,0.1159
15022,PA,9977,42824,39.5063,4.9228,10.604,12.4517,12.3276,6.3431,0.4826,0.3309,92.4827,4.0894,0,0.7618,0.0702,0,2.5058,0.0902
15024,PA,8628,56662,30.4361,6.4367,12.3357,13.2318,19.4295,6.7055,1.9116,0.8065,94.2976,0.649,2.0515,0.8693,0.0348,0,2.0978,0
15025,PA,16379,53573,31.4186,6.4775,9.7687,11.6281,20.9254,9.2623,1.4317,0.5412,78.9487,18.2368,1.1905,0.5129,0,0,1.1112,0
15026,PA,3452,68333,37.5301,9.1018,13.4723,17.1211,8.9816,3.6087,0.6415,0.3208,98.3778,0.0579,0,0.1448,0,0,1.4195,0
15027,PA,2141,51174,37.6665,9.702,7.2289,11.7945,14.3944,6.0241,0.5073,0.5073,96.4035,0.8407,0,1.5413,0,0,0.6072,0.6072
15028,PA,166,41458,48.7179,7.6923,13.6752,3.4188,5.1282,9.4017,0,0,90.9639,0,0,8.4337,0,0,0.6024,0
15030,PA,1024,41484,32.1078,5.5147,15.5637,12.3775,16.9118,4.2892,0.7353,0,95.5078,2.7344,0,0.7813,0,0,0.9766,0
15031,PA,588,53500,35.9155,11.9718,14.3192,2.1127,0,10.5634,0,0,88.4354,6.6327,0,0,0,0,4.932,0
15033,PA,4910,37900,39.2151,4.1984,11.6824,8.275,12.6863,7.6057,1.0344,0.6085,84.7251,7.0061,0,1.9756,0,0,6.11,0.1833
15034,PA,1741,41314,38.1487,6.7321,14.6564,8.2749,15.3576,3.4362,0,0,95.3475,3.0442,0,0,0.4021,0,1.2062,0
15035,PA,2111,41081,39.604,11.0891,11.6172,13.9934,7.9208,4.3564,1.8482,0.264,85.315,5.0213,1.279,0.9,0,0,6.774,0.7106
15037,PA,10929,60019,34.1769,8.0058,13.0064,13.481,15.9873,5.2561,0.9247,0.5353,97.255,0.8509,0.247,0.6588,0.1006,0.064,0.7411,0.0823
15038,PA,356,21900,40,23.5556,22.2222,0,7.1111,0,0,0,95.5056,0,0,4.4944,0,0,0,0
15042,PA,8517,56049,33.9794,5.6607,10.7522,16.5974,16.2283,6.6605,0.3538,0,97.2056,1.0097,0.317,0.634,0,0,0.7162,0.1174
15043,PA,2104,66612,34.3396,12.5786,12.4528,15.8491,9.1195,3.3333,0.6918,0,89.1635,0,2.1863,4.4202,0,0,3.9449,0.2852
15044,PA,28016,94297,20.9624,4.4066,7.7115,9.286,31.4488,16.8572,2.8944,2.0214,94.8065,0.5533,2.3094,1.5527,0.0286,0.0535,0.5854,0.1107
15045,PA,4444,37982,38.4496,10.1395,10.6977,10.1395,12.4341,1.7984,0.8372,0.186,95.7471,1.3051,0.2475,0.7426,0,0.315,1.6427,0
15046,PA,2607,65179,30.2078,7.4587,10.8684,11.6143,20.2451,7.7251,1.1188,1.2254,93.7476,2.8385,0.3836,0.5754,0,0,2.4549,0
15047,PA,82,57692,0,0,26.1538,44.6154,29.2308,0,0,0,92.6829,0,0,0,0,0,7.3171,0
15049,PA,859,45417,37.3596,6.4607,15.0281,10.6742,15.1685,3.3708,0.5618,0,99.1851,0,0,0,0,0,0.8149,0
15050,PA,2550,54594,36.8904,6.4257,9.4664,21.6294,11.4171,3.9587,0,0.459,96.549,0.0392,0,0,0,0,3.4118,0
15051,PA,375,56023,26.2987,10.7143,2.5974,7.1429,23.7013,10.7143,4.5455,0,94.1333,5.8667,0,0,0,0,0,0
15052,PA,3446,56186,45.8755,5.8755,10.5447,14.0467,12.2957,3.3074,0.2335,0.1167,96.7499,0.8996,0.1741,0.9286,0.0871,0,0.9576,0.2031
15053,PA,164,46932,41.7323,7.0866,12.5984,22.0472,0,0,0,0,100,0,0,0,0,0,0,0
15054,PA,398,NULL,37.6623,10.7143,13.3117,4.8701,5.8442,4.5455,0,0,100,0,0,0,0,0,0,0
15055,PA,1099,43426,42.7072,3.7775,4.0923,6.8206,19.8321,8.7093,2.7282,2.3085,91.3558,0,6.9154,0.455,0,0,1.2739,0
15056,PA,1214,44815,26.0417,6.713,15.0463,7.8704,21.9907,6.713,2.4306,1.6204,75.6178,4.201,1.2356,12.7677,0,0,6.1779,0
15057,PA,15485,79022,32.1173,4.7062,7.9272,10.0808,23.0484,10.4242,0.8169,0.7797,92.8899,0.762,4.3268,1.0333,0,0,0.7297,0.2583
15059,PA,4003,32500,38.8177,8.5114,13.3191,9.7578,5.8048,2.5997,0.2137,0,76.6925,17.9615,0,3.6722,0,0,1.6737,0
15060,PA,786,55197,50.5882,5.2941,12.1569,5.098,11.5686,0.9804,0,0,98.6005,0,0,1.0178,0,0,0.3817,0
15061,PA,12363,52318,35.3763,7.2183,9.6831,12.0268,18.695,5.1386,0.3741,0.2421,93.4725,3.2355,0.2831,0.7442,0,0,2.2648,0
15062,PA,7530,36319,39.7641,7.5515,10.051,10.8608,13.0435,3.9254,0.264,0.6513,79.9867,13.1873,0.5046,2.2311,0,0,3.9841,0.1062
15063,PA,11178,52180,38.2113,7.491,8.0792,10.9724,14.3577,7.599,1.6567,0.2401,93.1741,2.0129,0.8946,3.0238,0,0,0.823,0.0716
15064,PA,252,43375,50.7692,6.1538,0,23.0769,5.1282,0,0,5.1282,100,0,0,0,0,0,0,0
15065,PA,11674,52749,35.1856,7.1175,11.5394,11.1847,16.848,6.3727,1.005,0.2246,94.3978,1.6275,0.8566,0.5654,0.1199,0,2.1843,0.2484
15066,PA,12687,46977,37.9783,6.7574,12.2097,8.5932,12.818,5.0542,0.6415,0.4756,89.2804,7.1412,0.0079,1.0168,0.2443,0,2.2385,0.0709
15067,PA,2196,40491,37.1588,4.5285,9.9876,13.3995,9.7395,2.7295,0.1861,0,92.2587,1.3206,0.2277,2.8233,0,0,1.7304,1.6393
15068,PA,38224,48450,33.914,5.4727,11.106,10.9917,16.8285,6.6614,0.9139,0.8925,87.6439,8.1886,0.9654,1.1354,0.0602,0,1.8627,0.1439
15071,PA,10583,63825,25.6344,7.1235,10.5243,11.7996,25.4154,8.5147,2.2414,1.0434,95.5495,0.5008,2.2772,0.7465,0.0094,0,0.9166,0
15072,PA,139,22548,55.3957,0,0,0,7.1942,0,0,0,43.1655,56.8345,0,0,0,0,0,0
15074,PA,8495,46574,42.037,6.1574,12.7006,10.0463,11.3889,3.4568,1.142,0.0463,87.1101,8.8876,0,1.8717,0,0,2.1307,0
15075,PA,228,NULL,49.711,0,11.5607,0,21.9653,0,0,0,100,0,0,0,0,0,0,0
15076,PA,884,39260,20.9141,5.1247,13.5734,15.374,13.1579,1.8006,0,0,98.5294,0,0,0,0,0,1.4706,0
15077,PA,143,26429,36.6071,8.0357,8.0357,16.9643,2.6786,1.7857,0,0,99.3007,0,0.6993,0,0,0,0,0
15078,PA,361,NULL,50.3937,0,5.9055,2.7559,13.3858,0,0,0,100,0,0,0,0,0,0,0
15081,PA,394,48125,42.5466,7.1429,11.8012,8.0745,9.9379,1.5528,2.1739,0,97.9695,1.5228,0,0,0,0,0,0.5076
15082,PA,149,70278,57.5221,11.5044,15.0442,0,0,15.9292,0,0,100,0,0,0,0,0,0,0
15083,PA,850,39643,42.1311,11.1475,14.4262,8.6885,4.918,0,2.459,0,99.8824,0,0,0.1176,0,0,0,0
15084,PA,9798,42275,41.3596,7.0631,9.4361,11.8509,14.5868,3.9643,0.1954,0.4048,92.0596,4.3784,0.1837,1.2145,0.0102,0,2.1535,0
15085,PA,7738,59969,33.8181,6.6234,8.5334,10.2856,20.9567,9.3044,1.2441,1.174,98.6818,0.6849,0.3231,0,0,0,0.3102,0
15086,PA,318,61618,31.9249,0,17.8404,10.3286,21.5962,18.3099,0,0,91.8239,0,0,5.3459,0,0,2.8302,0
15087,PA,220,79327,61.2121,0,16.9697,0,6.0606,0,0,0,100,0,0,0,0,0,0,0
15088,PA,515,47667,43.6782,4.8851,15.5172,10.3448,7.1839,1.1494,0,0,93.0097,1.3592,0,4.8544,0,0,0.7767,0
15089,PA,6154,49531,37.9295,6.4158,13.7669,11.1353,13.5929,4.8282,1.0439,0.4567,96.7826,1.82,0,1.3,0,0,0.0975,0
15090,PA,23811,111636,10.1556,2.4128,8.1865,7.7793,37.5775,20.3112,6.1687,5.2145,85.4857,2.0453,9.9618,1.0877,0.1176,0,1.3019,0
15101,PA,24506,80848,21.4488,4.5954,9.2982,8.1494,29.5246,13.2937,3.9842,4.069,91.598,1.9628,3.7338,1.8853,0.0245,0,0.7957,0
15102,PA,29818,72662,23.2846,4.6844,10.3451,9.1259,30.3387,11.7569,1.948,1.9389,94.1814,1.1101,1.5595,1.0396,0.1543,0.1174,1.7171,0.1207
15104,PA,8839,25800,36.01,6.7498,13.4996,11.9867,6.8329,2.128,1.0474,0.0831,36.3616,53.1169,0.1131,2.636,0.1018,0,7.4556,0.215
15106,PA,19299,49438,32.8964,6.8109,11.3608,10.2649,20.7726,6.915,1.5259,0.8947,87.0201,8.0522,1.0415,1.0208,0.2694,0,2.5183,0.0777
15108,PA,42037,69157,23.0285,5.678,9.3659,9.257,28.6453,11.5874,1.946,1.6976,86.5285,5.6878,3.0854,2.0625,0.1094,0,2.3527,0.1737
15110,PA,5534,21495,40.4986,7.0842,13.0435,7.9355,7.6923,2.9796,1.6418,0.304,29.0025,57.5533,0.0904,1.3914,0.0542,0,10.6433,1.2649
15112,PA,3168,32406,37.4097,6.3177,11.3267,11.2365,16.2455,3.8809,0.9928,0.3159,59.8801,33.9646,1.673,1.6098,0,0,2.6831,0.1894
15116,PA,14426,73559,28.2526,5.9137,8.964,8.5282,24.0996,14.1218,2.5078,2.1432,96.0349,0.2357,1.4072,1.1022,0,0,1.0398,0.1802
15120,PA,18492,42157,31.9103,7.1748,11.0639,12.5019,15.5565,6.4446,1.5869,0.7376,75.1244,19.6193,0.73,1.9955,0.0595,0,2.2983,0.173
15122,PA,19909,47436,34.7571,6.7072,14.1103,12.8753,15.6659,4.6466,0.8256,0.3002,84.9063,9.9754,0.1457,1.537,0.0703,0,3.3653,0
15126,PA,7392,73030,22.0274,3.8543,12.5265,10.4259,27.9245,9.5394,0.8865,0.8865,92.9383,1.204,2.2592,2.4486,0.5005,0,0.6494,0
15129,PA,10595,65038,26.5054,5.6834,10.1964,15.2816,23.5791,10.8337,0.9884,1.5477,88.9099,2.218,4.5493,2.0009,0.3964,0,1.9254,0
15131,PA,8265,52997,35.4909,7.4841,10.736,10.7048,18.4534,6.8617,0.6068,0.7935,95.1482,3.6056,0.726,0.5082,0,0,0.0121,0
15132,PA,21577,27700,39.0339,6.3991,12.64,9.6744,8.218,3.618,0.3361,0.2372,61.5609,30.4954,0.3615,2.8039,0.0602,0,4.5465,0.1715
15133,PA,6314,48631,36.9094,11.2647,14.3388,11.8424,10.2125,3.6105,0,0.0825,94.2192,2.1856,0.4118,1.7263,0,0,1.4571,0
15135,PA,5229,52044,36.5508,7.4646,11.6345,14.5431,13.7194,6.0746,1.39,1.3385,97.7051,0.7841,0,0.9945,0,0,0.5164,0
15136,PA,22119,47599,33.1734,6.4543,9.8701,8.7379,18.2115,7.7592,0.6077,0.4158,79.2215,14.1688,1.6095,1.4603,0.0904,0,3.1466,0.3029
15137,PA,9987,42289,40.4021,5.7641,10.8579,12.6676,11.1126,5.0268,0.7909,0.2413,77.1102,20.3164,0.3705,0.3605,0,0,1.8424,0
15139,PA,6420,61523,20.8218,5.887,9.7787,7.4279,26.1952,12.9593,5.966,3.1411,95.7788,0.81,2.3364,0.9502,0,0,0.1246,0
15140,PA,3259,30902,32.8111,7.7887,14.8612,10.2954,11.9517,6.222,0.3133,0,72.108,17.2752,2.7923,1.8411,0,0,5.9834,0
15142,PA,1298,154364,18.0208,5.5208,1.0417,5.625,41.875,18.5417,8.0208,0,93.8367,1.0015,4.1602,0,0,0,1.0015,0
15143,PA,20057,94847,16.2555,4.5119,7.4355,5.7699,31.8926,17.7244,7.5269,3.4999,87.027,2.9316,6.5364,1.042,0.1745,0,1.6154,0.6731
15144,PA,4124,47468,38.2886,8.5884,10.2436,11.5865,13.4916,5.6215,0.6246,0.6246,97.9874,0.1212,0.1455,1.2852,0,0,0.4607,0
15145,PA,7150,36767,34.8283,8.593,13.4551,11.2125,11.8873,7.9976,0.6946,0.8732,75.5385,18.3217,0.1818,2.7273,0,0,3.1189,0.1119
15146,PA,28238,58600,25.1658,5.9656,12.1508,10.7306,23.8344,10.413,2.2517,2.191,75.7065,13.4039,5.4714,2.1638,0.0319,0,3.0278,0.1948
15147,PA,17586,48977,28.6089,6.0067,12.261,11.5486,18.4552,8.0765,1.1624,1.2073,73.7973,20.3173,0.2673,1.0861,0,0.199,4.1908,0.1422
15148,PA,2651,29982,38.6813,7.7473,14.7253,10.1099,8.2418,1.9231,0,0.6593,71.4825,21.539,0,1.8106,0.1886,0,4.9793,0
15201,PA,12805,51201,19.3198,5.5655,11.52,6.7824,28.0471,12.8366,3.2515,2.5833,68.6607,23.0144,1.7571,2.3741,0.0703,0,4.0453,0.0781
15202,PA,19354,46541,23.2362,6.7538,11.7119,11.3032,24.3015,9.4941,2.0637,1.4941,88.0955,7.7762,0.6614,0.7802,0.1137,0,2.2218,0.3513
15203,PA,10015,50893,19.9069,4.3237,7.5064,6.3054,28.8846,12.4306,6.6356,4.4888,89.995,4.3235,1.9171,2.1468,0.1598,0,1.0784,0.3794
15204,PA,8554,41388,32.3069,6.3306,13.315,12.2484,13.6246,6.4683,0.172,0.5849,47.6268,43.4534,2.3264,0.8885,0.1987,0,4.6645,0.8417
15205,PA,22415,52964,28.8126,5.0774,12.7847,9.3592,25.3022,7.6769,1.0203,0.5709,81.7934,8.9672,4.0062,1.9585,0.0803,0.0402,3.114,0.0402
15206,PA,28954,38646,20.7499,4.4136,10.8974,6.9769,21.6922,14.8179,4.5552,5.3852,48.9915,38.948,5.5744,3.2845,0.0725,0.038,2.7941,0.297
15207,PA,12583,41921,33.0122,4.8726,13.4884,10.0997,16.4009,5.3488,1.9491,1.4839,71.1674,19.9952,2.114,4.8955,0.0238,0,1.804,0
15208,PA,10304,34655,17.0222,4.9535,12.6986,8.8189,18.9835,13.0995,4.0372,7.2155,31.9779,61.2092,2.7562,0.6114,0.0291,0,3.4161,0
15209,PA,12382,51847,31.5425,7.5259,12.9624,10.7664,16.9598,7.9309,1.7376,0.6503,95.017,2.2613,0.315,0.7592,0,0.21,1.4376,0
15210,PA,26716,36649,34.1081,5.9703,12.988,10.4173,10.7813,4.3853,0.5601,0.3136,58.9572,31.3295,2.7661,2.2458,0.0674,0.0374,4.5553,0.0412
15211,PA,10984,50628,23.738,4.6635,11.8389,9.4952,27.6322,9.9038,2.2596,1.887,86.2618,7.9297,1.6843,2.4672,0.0637,0,1.5932,0
15212,PA,26331,40685,27.7378,5.9446,10.6283,8.362,19.2716,8.3151,2.6258,0.8805,66.7274,25.8289,1.5115,2.2977,0.1025,0,3.0572,0.4747
15213,PA,27708,19925,11.3987,3.7675,8.6302,4.3091,27.6721,20.2215,6.4155,7.8479,66.4754,11.2747,16.9734,2.6779,0.1624,0.1119,2.2918,0.0325
15214,PA,14007,40933,30.1142,6.0208,11.4052,9.7384,17.133,8.0614,1.2324,1.2223,59.4988,35.1182,0.3427,2.7129,0.0428,0,2.1418,0.1428
15215,PA,12389,65138,19.1235,3.7627,10.4139,7.116,23.7716,14.896,8.9088,2.1802,88.0701,3.1641,5.0852,2.5991,0,0,1.0816,0
15216,PA,22889,56470,20.8549,5.2716,12.4013,8.9641,27.5334,10.6204,3.5975,1.5494,86.2641,5.3825,2.0971,3.6786,0.1049,0,2.1058,0.367
15217,PA,28105,70597,9.4181,2.966,6.5396,4.5057,27.6931,22.8527,9.5778,11.689,76.6661,4.4832,12.3501,4.1452,0.0498,0,2.174,0.1316
15218,PA,13757,50154,20.6432,4.99,9.5627,9.6955,22.1231,17.579,3.8991,4.0793,68.8886,23.4644,1.8972,3.0385,0.109,0.0582,2.5442,0
15219,PA,16010,21795,25.0947,6.7814,15.8118,8.3993,9.7648,5.6913,1.5376,1.1474,38.3885,50.6433,2.9981,3.1355,0.6933,0,3.6165,0.5247
15220,PA,17805,65679,23.1824,4.2238,9.2595,9.3415,26.5495,15.7852,2.5849,1.2366,77.2704,7.8742,10.1938,1.3142,0.1292,0.0899,3.016,0.1123
15221,PA,31017,40275,23.878,5.3682,13.7298,9.2026,20.9542,11.2898,1.8606,2.427,45.5428,46.4197,1.6023,1.4863,0.0967,0.0258,4.5169,0.3095
15222,PA,4196,81250,7.3162,1.9485,10.2206,6.0662,27.6103,22.6838,15.4412,4.8529,79.4566,7.4118,7.7693,3.122,0.5005,0,1.7398,0
15223,PA,6837,49590,31.3576,8.413,10.478,14.0153,18.2983,5.1052,0.4398,1.1281,95.7437,1.6528,0,1.7259,0,0,0.8776,0
15224,PA,10791,42255,23.4977,3.8263,12.0067,6.9449,24.7211,11.7308,3.3345,2.8907,68.9927,24.1127,2.465,2.6782,0.1483,0,1.0842,0.519
15225,PA,1145,44375,36.918,2.8825,11.1973,15.9645,12.0843,4.3237,0,0,91.0917,2.8821,0.4367,3.7555,0,0,0.6987,1.1354
15226,PA,13618,52461,28.4612,6.2599,10.8881,10.1859,19.8972,8.1388,1.3449,0.9988,86.2461,4.9126,2.6436,2.1222,0.1542,0,3.6422,0.279
15227,PA,28786,54357,30.4271,6.0988,10.8397,12.8551,18.5701,6.6459,0.7774,0.5806,85.7431,4.9121,4.3111,2.7305,0.2744,0.0382,1.9906,0
15228,PA,18135,88605,10.1577,3.5804,7.2713,6.4196,34.6136,23.0047,8.3596,4.3849,91.0119,0.8602,4.1577,1.0698,0.0221,0,2.6413,0.2371
15229,PA,13883,62264,25.6894,4.733,8.9869,13.4559,25.4547,9.1727,1.9656,1.0366,93.8054,2.5931,1.2965,1.0805,0.072,0,0.8932,0.2593
15232,PA,11691,49882,7.0977,1.3352,4.357,2.5884,36.6831,25.2987,10.3537,9.5573,75.015,3.3701,14.9944,4.3281,0.2309,0,1.8305,0.2309
15233,PA,4406,42047,20.0385,9.6614,10.9276,7.1841,13.4324,3.9912,0.8258,0.7157,42.5102,50.9079,0.4766,2.9505,0.4766,0,2.6782,0
15234,PA,13483,54070,30.3123,5.2717,12.8259,8.9199,23.8659,7.2963,1.4516,0.9837,91.5301,0.9938,4.1979,1.8839,0.0816,0,1.2831,0.0297
15235,PA,34136,53259,25.0119,8.1427,15.1136,10.6053,20.0429,10.0453,1.7159,1.8867,56.5971,37.5059,0.9023,1.9012,0,0,2.6365,0.457
15236,PA,29493,61883,30.468,6.2382,11.183,10.9988,21.2207,10.397,0.8578,1.244,91.5811,4.8486,1.875,1.024,0.0543,0,0.512,0.1051
15237,PA,42651,76019,18.6686,5.0934,10.4475,7.5553,29.631,16.2255,4.1545,1.9155,89.0038,2.7338,4.8979,2.1617,0.0844,0,1.0082,0.1102
15238,PA,13329,84038,13.5264,3.6194,8.5315,6.3185,24.4467,17.2802,11.8821,8.5626,86.098,1.2529,7.0748,2.5058,0,0,2.9109,0.1576
15239,PA,21212,69028,29.3498,6.9833,10.6002,12.4778,22.6827,9.7964,0.8696,0.5797,95.2291,1.9517,0.5233,1.0419,0.0613,0,1.1409,0.0519
15241,PA,20523,107712,11.854,3.4736,8.0556,6.5871,35.7103,19.6413,8.8746,3.636,89.3193,0.536,6.1687,1.9101,0.039,0,1.9978,0.0292
15243,PA,13224,82287,18.6132,4.3573,7.3518,6.725,31.9936,16.5738,4.9144,5.004,90.4265,1.4973,4.5826,2.5181,0.0983,0,0.8772,0
15260,PA,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15290,PA,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15301,PA,49395,52032,37.8494,5.7171,9.9285,9.2247,16.0045,5.3946,1.4328,1.0795,90.2662,5.3447,0.4211,1.3362,0,0.0243,2.5104,0.0972
15310,PA,297,33125,50.2347,0.939,9.3897,8.9202,5.6338,1.8779,0,0,100,0,0,0,0,0,0,0
15311,PA,1479,64875,37.3626,4.0293,15.0183,12.5458,13.7363,8.1502,0.641,0,94.7262,0,0.2028,3.2454,0,0,1.8256,0
15312,PA,3690,64167,42.2197,5.3394,9.5728,12.357,13.3486,3.852,0.5721,0.3051,97.7778,0.2168,0.2168,0.5149,0,0,1.1924,0.0813
15313,PA,373,53750,44.1606,7.2993,8.0292,8.3942,11.6788,2.9197,1.0949,1.8248,97.8552,0,0,2.1448,0,0,0,0
15314,PA,3843,48906,41.3158,5.0752,11.2406,12.0677,13.8346,3.0827,0,0.1504,95.7585,0.5204,0.9368,0.8587,0,0,1.9256,0
15315,PA,711,44500,49.9065,2.6168,7.6636,6.3551,8.4112,2.6168,0,2.4299,96.6245,0,0,0.5626,0.7032,0,2.1097,0
15316,PA,102,53750,50.6494,3.8961,14.2857,7.7922,9.0909,0,0,0,100,0,0,0,0,0,0,0
15317,PA,37420,77804,23.8773,4.7126,10.6413,8.5825,29.1406,12.0015,2.6317,1.5857,91.7745,2.9369,1.3976,2.2127,0.0134,0,1.5366,0.1283
15320,PA,5161,40880,30.8953,5.9684,8.1042,8.1919,17.086,7.3142,0.1463,1.7554,97.8686,0.1356,0.62,0.0969,0,0,1.2788,0
15321,PA,1484,69688,33.9238,7.8831,13.0204,8.1488,19.2205,11.6918,2.6572,0,99.3935,0,0.6065,0,0,0,0,0
15322,PA,2037,53750,39.1216,4.8649,7.7703,13.1081,13.7162,3.7838,0.6081,0.4054,96.3672,0.8346,0.2455,0.2946,1.1291,0,0.6873,0.4418
15323,PA,4547,53750,47.4732,4.1348,9.8928,8.8821,10.6891,3.8897,0.4594,0.6126,97.2069,1.3196,0.088,0.5058,0,0,0.8797,0
15324,PA,525,35170,48.951,5.5944,8.6247,7.4592,9.7902,2.7972,0.6993,0.4662,97.5238,0,0.381,1.5238,0,0,0.5714,0
15325,PA,542,23309,31.4189,0,23.6486,0,5.7432,3.0405,0,0,100,0,0,0,0,0,0,0
15327,PA,1545,46250,46.5096,3.6649,8.9005,3.2286,5.2356,1.5707,2.007,0.6108,97.9935,0.1942,0.9061,0.1294,0,0,0.7767,0
15329,PA,1523,70714,40.4878,7.3171,14.8293,9.6585,11.4146,3.0244,0.3902,0,94.025,0.394,0.5253,0.9849,0,0,4.0709,0
15330,PA,5525,80332,33.1209,7.1294,12.7007,11.2134,21.1284,6.2795,0.2833,0.3777,95.0045,1.0679,0.0905,1.0136,0,0,2.6787,0.1448
15331,PA,726,50956,48.3806,1.417,11.5385,5.4656,8.7045,2.2267,0,1.417,93.6639,1.7906,0,0,0,0,4.5455,0
15332,PA,8051,60610,41.7946,5.9978,8.2292,11.0935,16.5374,6.0611,0.5539,0.1899,97.4662,0.1366,0.2112,1.1551,0,0,1.0309,0
15333,PA,2589,50000,44.9063,1.9906,11.0656,6.9672,10.5972,7.3185,0,0.4098,97.0645,0.618,0.1159,0.4249,0,0,1.7767,0
15334,PA,170,48750,55.102,4.0816,18.3673,5.102,10.2041,2.0408,0,0,91.1765,0,0,0,0,0,8.8235,0
15337,PA,598,56563,52.3929,5.0378,11.0831,10.5793,4.0302,2.267,0,0,98.6622,1.3378,0,0,0,0,0,0
15338,PA,1644,48813,44.281,3.268,7.4346,7.1895,10.9477,4.3301,0.6536,0,98.4793,0.4258,0,0.4866,0,0,0.6083,0
15340,PA,1359,76985,38.2415,4.9788,7.9449,11.3347,19.3856,11.5466,0,0,100,0,0,0,0,0,0,0
15341,PA,838,56875,48.7395,3.0252,5.7143,4.8739,11.2605,4.2017,2.0168,0.6723,99.5227,0,0,0.4773,0,0,0,0
15342,PA,5070,51010,35.1893,8.6024,9.6604,11.4143,16.843,4.2595,1.2806,0.2227,87.1992,5.4635,0.572,0.572,1.1637,0,5.0296,0
15344,PA,1352,52788,44.9671,4.7037,8.5607,6.9614,13.5466,5.08,0,0.7526,97.4112,0.8136,0.1479,1.1834,0,0,0.4438,0
15345,PA,1484,42857,39.3627,6.6542,11.4339,11.9025,9.0909,1.2184,0.656,0,93.1941,2.2237,0,1.1456,0.1348,0,3.3019,0
15346,PA,522,30000,47.0455,9.5455,3.6364,6.8182,11.1364,0,0,0,100,0,0,0,0,0,0,0
15347,PA,562,NULL,59.8684,0,27.8509,1.5351,1.5351,0,0,0,100,0,0,0,0,0,0,0
15348,PA,402,40446,27.1605,0,29.6296,6.1728,26.749,4.5267,0,0,100,0,0,0,0,0,0,0
15349,PA,1805,57734,50.5731,8.1662,9.6705,3.9398,8.2378,3.7966,0.3582,1.4327,97.9501,0.4432,0,0.7202,0,0,0.8864,0
15350,PA,437,57500,49.5327,4.9844,11.215,9.0343,0,0,0,0,97.9405,0,0,2.0595,0,0,0,0
15351,PA,664,31537,28.5372,8.1535,24.94,0,10.7914,13.1894,0,0,84.0361,0,0,6.3253,0,0,9.6386,0
15352,PA,882,46797,47.8188,5.5369,10.2349,4.0268,7.3826,0.1678,0.6711,0.3356,98.0726,0,0,1.3605,0,0,0.5669,0
15353,PA,64,46250,44.7368,0,0,15.7895,18.4211,21.0526,0,0,100,0,0,0,0,0,0,0
15357,PA,1664,43799,32.502,9.4127,12.4698,8.5278,8.6887,7.8842,0.2414,0.0805,99.0986,0,0,0.1803,0,0,0.7212,0
15358,PA,788,32845,32.2981,12.4224,6.0041,14.9068,13.4576,8.9027,2.0704,0,100,0,0,0,0,0,0,0
15359,PA,186,68750,40.6015,1.5038,12.0301,12.782,15.7895,0,0,0,98.3871,0,0,1.6129,0,0,0,0
15360,PA,1702,66458,43.8832,6.5509,7.3402,6.6298,17.206,7.498,0.9471,1.2628,98.8249,0,0,0.2938,0,0,0.8813,0
15361,PA,51,NULL,59.5745,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0
15362,PA,693,50000,56.7518,3.1022,8.9416,8.2117,6.0219,3.6496,0.7299,0.7299,98.7013,0,0,1.2987,0,0,0,0
15363,PA,597,41609,43.6559,5.5914,9.0323,0,28.172,5.1613,0,0,94.6399,5.3601,0,0,0,0,0,0
15364,PA,750,72841,45.9854,4.0146,9.3066,11.1314,14.4161,3.2847,0.365,1.4599,99.4667,0,0,0,0,0,0,0.5333
